scorer,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img2794.png,435.31703087331846,269.61991601213157,284.1855276460067,321.2257951629209,274.35583637918967,276.9921844622443,574.1614200171089,359.3158488218368,553.2733260751227,268.39120460377944,451.29027918189604,179.92398320242626,330.8765611633876,178.6952717940742,241.1806283536822,204.49821136946878,414.42893693133226,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img2929.png,,,259.61129947896416,434.26724473131657,232.57964849521738,406.00688233921767,555.7307488918269,300.3377012209347,480.7793529823472,227.84372812815923,317.36073567151413,231.5298623532156,227.66480286180888,301.56641262928684,168.68665526090672,331.0554864297379,418.1150711563887,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img3079.png,450.06156777354397,276.9921844622443,260.84001088731634,401.09203670580916,246.0954739870907,361.7732716385411,561.8743059335876,289.2792985457656,525.0129636830237,224.15759390310285,378.79630608912055,177.466560385722,286.6429504627109,252.4179562952018,237.4944941286259,313.85352671280816,416.8863597480365,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img3191.png,415.65764833968444,261.0189361536667,255.92516525390772,391.26234543899216,238.72320553697796,354.4010031884283,564.3317287502919,310.1673924877517,537.3000777665451,238.90213080332836,404.59924566451525,188.5249630608912,291.55779609611943,230.30115094486348,208.00542032817475,279.4496072789486,416.8863597480365,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img3480.png,464.8061046737695,280.6783186873007,301.38748736293655,331.0554864297379,257.1538766622599,306.48125826269535,569.2465743837004,340.88517769655493,549.5871918500663,252.4179562952018,399.68440003110675,184.83882883583476,294.0152189128237,220.47145967804647,210.462843144879,251.18924488684968,418.1150711563887,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img3681.png,504.1248697410376,274.5347616455401,382.482440314177,289.2792985457656,330.8765611633876,291.73672136246984,561.8743059335876,308.9386810793996,537.3000777665451,243.81697643673687,403.37053425616307,161.49331207714442,308.7597558130493,213.09919122793372,238.72320553697796,276.9921844622443,416.8863597480365,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img4113.png,469.720950307178,281.90703009565283,387.3972859475855,275.7634730538922,340.7062524302046,268.39120460377944,590.1346683256866,378.9752313554709,565.5604401586439,288.05058713741346,464.8061046737695,178.6952717940742,339.4775410218525,183.6101174274827,259.61129947896416,214.32790263628584,416.8863597480365,418.2939964227389
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img4301.png,373.88146045571204,381.43265417217515,,,,,292.7865075044716,294.1941441791741,253.46774243720347,391.26234543899216,274.35583637918967,507.9899292324442,349.3072322886695,575.5690566918112,411.971514114628,423.20884205614743,,
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img4320.png,330.8765611633876,458.84147289835914,,,,,255.92516525390772,371.6029629053581,255.92516525390772,498.1602379656272,322.27558130492264,576.7977681001634,,,,,414.42893693133226,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_bRAMP_R\img4425.png,,,,,,,,,,,,,,,,,416.8863597480365,417.0652850143868
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img0018.png,563.1030173419397,312.624815304456,528.6990979080801,299.1089898125826,491.83775565751625,302.79512403763897,614.7088964927291,340.88517769655493,614.7088964927291,254.87537911190606,538.5287891748972,159.03588926044017,459.891259040361,218.01403686134222,400.9131114394588,292.96543277082196,451.29027918189604,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img0157.png,,,,,,,,,483.23677579905143,95.1428960261295,459.891259040361,168.86558052725718,430.40218523990995,256.1040905202582,399.68440003110675,353.1722917800762,448.8328563651918,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img0513.png,485.6941986157557,256.1040905202582,364.05176918889504,278.22089587059645,307.5310444046971,270.8486274204837,560.6455945252354,237.67341939497624,518.8694066412631,182.3814060191305,414.42893693133226,155.34975503538374,329.6478497550354,215.55661404463797,257.1538766622599,284.3644529123571,448.8328563651918,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img0609.png,,,411.971514114628,270.8486274204837,377.5675946807685,288.05058713741346,,,472.17837312388224,134.46166109339754,387.3972859475855,140.60521813515822,329.6478497550354,227.84372812815923,295.24393032117587,311.39610389610385,450.06156777354397,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img0679.png,490.6090442491642,240.1308422116805,380.02501749747273,280.6783186873007,334.5626953884439,308.9386810793996,532.3852321331365,229.07243953651135,480.7793529823472,172.5517147523135,361.5943463721908,156.57846644373592,313.6746014464578,246.27439925344112,271.8984135624854,349.4861575550198,448.8328563651918,420.7514192394432
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img0709.png,447.6041449568397,253.64666770355393,328.4191383466833,322.45450657127304,295.24393032117587,354.4010031884283,536.0713663581929,229.07243953651135,440.23187650672696,186.06754024418694,311.21717862975356,195.89723151100395,271.8984135624854,296.65156699587834,263.2974337040206,388.8049226222879,447.6041449568397,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img1260.png,504.1248697410376,253.64666770355393,325.9617155299791,328.5980636130337,282.9568162376545,340.88517769655493,550.8159032584184,246.27439925344112,505.3535811493897,193.4398086942997,386.1685745392333,171.32300334396143,296.47264172952794,248.73182207014537,263.2974337040206,355.62971459678045,450.06156777354397,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img1514.png,490.6090442491642,237.67341939497624,392.312131580994,268.39120460377944,341.93496383855677,285.5931643207092,532.3852321331365,233.98728516991986,499.2100241076291,177.466560385722,403.37053425616307,140.60521813515822,329.6478497550354,206.95563418617303,266.9835679290769,292.96543277082196,447.6041449568397,417.0652850143868
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img1766.png,505.3535811493897,247.50311066179324,490.6090442491642,279.4496072789486,431.630896648262,270.8486274204837,576.6188428338131,268.39120460377944,560.6455945252354,192.21109728594752,457.4338362236567,133.23294968504547,375.1101718640641,198.3546543277082,312.44589003810563,284.3644529123571,448.8328563651918,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img2090.png,532.3852321331365,274.5347616455401,437.7744536900227,225.38630531145498,357.90821214713435,214.32790263628584,612.2514736760248,301.56641262928684,574.1614200171089,221.7001710863986,488.15162143245993,135.69037250174972,386.1685745392333,160.26460066879224,289.1003732794152,224.15759390310285,451.29027918189604,418.2939964227389
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img2317.png,565.5604401586439,305.2525468543432,429.17347383155777,262.2476475620188,381.2537289058248,257.3328019286103,609.7940508593206,344.5713119216113,601.1930710008556,263.47635897037094,512.7258495995025,163.95073489384868,384.93986313088124,177.466560385722,306.30233299634506,213.09919122793372,450.06156777354397,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img2456.png,528.6990979080801,261.0189361536667,287.8716618710631,383.8900769888794,259.61129947896416,354.4010031884283,623.309876351194,300.3377012209347,545.9010576250099,221.7001710863986,403.37053425616307,194.66852010265177,296.47264172952794,254.87537911190606,232.57964849521738,313.85352671280816,447.6041449568397,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img2554.png,489.380332840812,249.9605334784975,436.5457422816705,265.9337817870752,382.482440314177,258.56151333696243,619.6237421261376,337.19904347149856,572.9327086087568,233.98728516991986,464.8061046737695,146.7487751769188,352.99336651372585,177.466560385722,282.9568162376546,242.58826502838474,450.06156777354397,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img2684.png,493.06646706586844,263.47635897037094,330.8765611633876,331.0554864297379,308.7597558130493,315.0822381211603,603.6504938175599,337.19904347149856,560.6455945252354,241.3595536200326,426.7160510148535,186.06754024418694,297.7013531378801,225.38630531145498,241.1806283536822,280.6783186873007,448.8328563651918,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img2737.png,511.4971381911504,259.79022474531456,332.10527257173965,307.7099696710475,298.9300645462323,304.0238354459911,603.6504938175599,317.53966093786454,568.0178629753482,214.32790263628584,439.0031650983748,151.6636208103273,348.07852088031734,209.41305700287728,290.32908468776736,292.96543277082196,450.06156777354397,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img2929.png,506.5822925577419,270.8486274204837,306.30233299634506,340.88517769655493,290.32908468776736,306.48125826269535,622.0811649428418,365.45940586359745,586.4485341006301,249.9605334784975,457.4338362236567,172.5517147523135,350.5359436970216,184.83882883583476,270.66970215413335,221.7001710863986,452.5189905902482,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img3113.png,571.7039972004046,329.8267750213858,356.6795007387823,289.2792985457656,337.02011820514815,258.56151333696243,628.2247219846025,369.14554008865383,613.480185084377,275.7634730538922,510.2684267827982,184.83882883583476,408.2853798895716,208.1843455945252,324.7330041216269,251.18924488684968,450.06156777354397,420.7514192394432
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img3242.png,344.392386655261,301.56641262928684,,,,,496.7526012909249,242.58826502838474,384.93986313088124,203.2694999611167,275.58454778754174,304.0238354459911,274.35583637918967,402.3207481141613,275.58454778754185,466.2137413484719,448.8328563651918,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img3334.png,,,,,,,,,,,,,,,,,447.6041449568397,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_cRAMP_L\img3614.png,,,,,,,,,,,,,,,,,448.8328563651918,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img0017.png,516.4119838245589,296.65156699587834,360.3656349638386,240.1308422116805,367.73790341395136,227.84372812815923,609.7940508593206,317.53966093786454,570.4752857920524,253.64666770355393,491.83775565751625,165.17944630220074,407.0566684812195,152.89233221867948,,,416.8863597480365,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img0227.png,,,354.22207792207803,240.1308422116805,,,420.57249397309283,265.9337817870752,440.23187650672696,144.29135236021466,424.25862819814927,82.85578194260825,,,,,414.42893693133226,418.2939964227389
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img0435.png,333.33398398009183,264.70507037872306,,,,,485.6941986157557,232.75857376156773,365.2804805972471,199.58336573606027,280.49939342095035,192.21109728594752,,,,,415.65764833968444,418.2939964227389
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img0650.png,325.9617155299791,279.4496072789486,270.66970215413335,349.4861575550198,255.92516525390772,335.97033206314643,542.2149233999536,259.79022474531456,448.8328563651918,210.64176841122946,319.8181584882184,175.00913756901775,254.69645384555565,254.87537911190606,241.1806283536822,326.1406407963294,413.2002255229801,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img1068.png,409.51409129792376,265.9337817870752,323.5042927132748,310.1673924877517,294.0152189128237,299.1089898125826,525.0129636830237,259.79022474531456,474.6357959405865,204.49821136946878,357.90821214713435,155.34975503538374,294.0152189128237,231.5298623532156,262.0687222956684,275.7634730538922,415.65764833968444,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img1352.png,402.141822847811,269.61991601213157,266.9835679290769,398.6346138891049,258.3825880706121,378.9752313554709,499.2100241076291,243.81697643673687,415.65764833968444,210.64176841122946,282.9568162376546,208.1843455945252,243.63805117038646,289.2792985457656,248.55289680379497,374.06038572206234,415.65764833968444,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img1454.png,416.8863597480365,264.70507037872306,295.24393032117587,312.624815304456,278.0419706042461,294.1941441791741,539.7575005832493,272.0773388288358,485.6941986157557,216.7853254529901,381.2537289058248,160.26460066879224,281.7281048293024,204.49821136946878,235.03707131192164,268.39120460377944,415.65764833968444,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img1508.png,470.94966171553017,278.22089587059645,294.0152189128237,324.9119293879773,278.0419706042461,295.4228555875262,538.5287891748972,288.05058713741346,491.83775565751625,215.55661404463797,372.65274904735986,150.43490940197523,311.21717862975356,224.15759390310285,263.2974337040206,256.1040905202582,415.65764833968444,420.7514192394432
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img1994.png,462.34868185706523,258.56151333696243,359.13692355548653,288.05058713741346,327.19042693833114,267.1624931954273,563.1030173419397,304.0238354459911,501.6674469243334,221.7001710863986,418.1150711563887,140.60521813515822,324.7330041216269,184.83882883583476,282.9568162376546,237.67341939497624,416.8863597480365,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img2452.png,402.141822847811,286.82187572906133,262.0687222956684,361.7732716385411,242.4093397620344,329.8267750213858,550.8159032584184,297.88027840423047,479.550641573995,224.15759390310285,356.6795007387823,172.5517147523135,279.2706820125982,236.4447079866241,,,416.8863597480365,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img2575.png,402.141822847811,264.70507037872306,294.0152189128237,347.02873473831556,273.1271249708376,307.7099696710475,588.9059569173344,331.0554864297379,553.2733260751227,254.87537911190606,437.7744536900227,178.6952717940742,318.5894470798663,198.3546543277082,231.3509370868652,236.4447079866241,413.2002255229801,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img2864.png,475.8645073489387,249.9605334784975,403.37053425616307,276.9921844622443,351.7646551053738,267.1624931954273,570.4752857920524,297.88027840423047,522.5555408663195,222.92888249475072,419.34378256474076,149.20619799362305,322.27558130492264,198.3546543277082,251.01031962049922,246.27439925344112,416.8863597480365,420.7514192394432
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img3043.png,510.2684267827982,295.4228555875262,361.5943463721908,292.96543277082196,318.5894470798663,286.82187572906133,592.5920911423908,334.7416206547943,549.5871918500663,261.0189361536667,463.5773932654174,171.32300334396143,352.99336651372585,182.3814060191305,260.84001088731634,235.21599657827198,414.42893693133226,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_cRAMP_R\img3336.png,450.06156777354397,259.79022474531456,260.84001088731634,452.6979158565985,236.2657827202737,418.2939964227389,566.7891515669961,261.0189361536667,516.4119838245589,226.6150167198071,348.07852088031734,205.72692277782096,264.52614511237266,279.4496072789486,193.26088342794924,339.6564662882028,415.65764833968444,420.7514192394432
